contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,delta,gamma,theta,vega,rho
TSLA250328P00395000,2025-03-20 19:51:42+00:00,395.0,160.07,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,19.741885229176706,0.0,-0.03245241407535896
TSLA250328P00400000,2025-03-17 19:46:04+00:00,400.0,161.74,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,19.99178251055869,0.0,-0.03286320412694579
TSLA250328P00405000,2025-03-17 19:46:04+00:00,405.0,166.75,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,20.241679791940673,0.0,-0.03327399417853261
TSLA250328P00410000,2025-03-13 19:10:44+00:00,410.0,170.5,0.0,0.0,0.0,0.0,12.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,20.491577073322656,0.0,-0.03368478423011943
TSLA250328P00415000,2025-03-17 19:46:11+00:00,415.0,176.74,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,20.74147435470464,0.0,-0.03409557428170626
TSLA250328P00420000,2025-03-17 19:46:08+00:00,420.0,181.74,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,20.991371636086622,0.0,-0.03450636433329307
TSLA250328P00425000,2025-03-17 19:46:11+00:00,425.0,186.75,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,21.241268917468606,0.0,-0.0349171543848799
TSLA250328P00430000,2025-02-28 18:15:54+00:00,430.0,146.2,0.0,0.0,0.0,0.0,6.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,21.49116619885059,0.0,-0.03532794443646672
TSLA250328P00435000,2025-02-26 15:27:06+00:00,435.0,136.75,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,21.741063480232572,0.0,-0.03573873448805354
TSLA250328P00440000,2025-03-10 15:17:25+00:00,440.0,199.4,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,21.99096076161456,0.0,-0.03614952453964037
TSLA250328P00445000,2025-02-27 14:39:11+00:00,445.0,148.3,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,22.240858042996543,0.0,-0.03656031459122719
TSLA250328P00450000,2025-03-12 14:03:53+00:00,450.0,202.4,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,22.490755324378526,0.0,-0.036971104642814015
TSLA250328P00455000,2025-03-10 19:48:42+00:00,455.0,234.85,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,22.74065260576051,0.0,-0.037381894694400834
TSLA250328P00460000,2025-02-27 19:22:42+00:00,460.0,174.02,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,22.990549887142492,0.0,-0.037792684745987654
TSLA250328P00465000,2025-02-24 20:12:26+00:00,465.0,131.73,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,23.240447168524476,0.0,-0.03820347479757448
TSLA250328P00470000,2025-02-24 14:55:54+00:00,470.0,138.24,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,23.49034444990646,0.0,-0.0386142648491613
TSLA250328P00480000,2025-02-25 20:09:27+00:00,480.0,178.87,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,23.990139012670426,0.0,-0.039435844952334945
TSLA250328P00485000,2025-02-11 20:03:51+00:00,485.0,155.07,236.2,238.15,0.0,0.0,,0,2.8115264086914067,True,REGULAR,USD,-0.993632844141865,0.0002826965334473043,-44.94633228725431,0.00404089493662028,-0.03972644644849115
TSLA250328P00490000,2025-02-13 16:12:01+00:00,490.0,136.3,239.15,241.2,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,24.489933575434392,0.0,-0.04025742505550858
TSLA250328P00495000,2025-02-10 15:37:06+00:00,495.0,136.15,253.2,255.25,0.0,0.0,,0,4.476078623657226,True,REGULAR,USD,-0.9321727275697862,0.001298407423086123,-780.5422284978207,0.029547694824043846,-0.03949493646361552
TSLA250328P00500000,2025-02-21 15:44:16+00:00,500.0,155.0,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,24.989728138198362,0.0,-0.041079005158682236
TSLA250328P00505000,2025-02-10 14:48:18+00:00,505.0,154.15,263.2,265.25,0.0,0.0,,0,4.561039454956054,True,REGULAR,USD,-0.9338524701918534,0.0012497440392638087,-779.545980913064,0.02898009546972673,-0.040348140381898386
TSLA250328P00510000,2025-02-10 14:46:03+00:00,510.0,157.45,268.2,270.25,0.0,0.0,,0,4.602543309326171,True,REGULAR,USD,-0.9346575071144702,0.0012267743785534366,-778.9383847248616,0.028706317875156616,-0.04077405289523289
TSLA250328P00515000,2025-02-10 14:46:10+00:00,515.0,162.45,273.2,275.25,0.0,0.0,,0,4.643803023376465,True,REGULAR,USD,-0.9354205509728404,0.0012048385980202975,-778.5242803952638,0.028445761913032643,-0.04119921136410461
TSLA250328P00520000,2025-02-10 15:02:33+00:00,520.0,163.15,278.2,280.25,0.0,0.0,,0,4.684330316467285,True,REGULAR,USD,-0.9361696083811455,0.0011836322312973112,-777.9612352966595,0.028188969739365088,-0.041624068611838226
TSLA250328P00550000,2025-02-10 16:05:38+00:00,550.0,189.55,308.35,310.25,0.0,0.0,,0,4.928470636291503,True,REGULAR,USD,-0.9396538549982341,0.0010767916870898506,-782.0716410765982,0.026981045617067326,-0.04415569239347184
TSLA250328P00750000,2025-03-21 14:26:18+00:00,750.0,510.75,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,-1.0,0.0,37.48459220729754,0.0,-0.061618507738023354
